Prospectus ID,Original Filename,Section ID,Section Title,Subsection ID,Subsection Title,Subsubsection ID,Subsubsection Title,Subsubsection Text,Parsing Error,From Folder,Prospectus Year,PDF Page Count
913,Preliminary Offerings 2022.md,52,IMPORTANT NOTICE,52.1,Prohibition of sales to EEA retail investors—The Notes (as defined in the Offering Memorandum) are not,52.1.1,,"intended to be offered, sold, distributed or otherwise made available to and should not be offered, sold, distributed or otherwise made available to any retail investor (as defined above in relation to the EEA) in the EEA. Consequently, no key information document required by Regulation (EU) No 1286/2014 (as amended, the “PRIIPs Regulation”) for offering or selling the Notes or otherwise making them available to retail investors in the EEA has been prepared and therefore offering or selling the Notes or otherwise making them available to any retail investor in the EEA may be unlawful under the PRIIPs Regulation. The Offering Memorandum has been prepared on the basis that any offer of the Notes in any member state of the EEA will be made pursuant to an exemption under the Prospectus Regulation from the requirement to publish a prospectus for offers of the Notes. The Offering Memorandum is not a prospectus for the purposes of the Prospectus Regulation.",N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,52,IMPORTANT NOTICE,52.2,MiFID II product governance / professional investors and eligible counterparties only target market—Solely for,52.2.1,,"the purposes of each manufacturer’s product approval process, the target market assessment in respect of the ----- Notes has led to the conclusion that: (i) the target market for the Notes is eligible counterparties and professional customers only, each as defined in MiFID II; and (ii) all channels for distribution of the Notes to eligible counterparties and professional customers are appropriate. Any person subsequently offering, selling or recommending the Notes (for the purposes of this paragraph, a “distributor”) should take into consideration the manufacturers’ target market assessment; however, a distributor subject to MiFID II is responsible for undertaking its own target market assessment in respect of the Notes (by either adopting or refining the manufacturers’ target market assessment) and determining appropriate distribution channels. The Offering Memorandum is not being distributed by, nor has it been approved by, an authorized person in the United Kingdom and is for distribution only to persons who (i) have professional experience in matters relating to investments falling within Article 19(5) of the Financial Services and Markets Act 2000 (Financial Promotion) Order 2005, as amended (the “Financial Promotion Order”), (ii) are persons falling within Article 49(2)(a) to (d) (high net worth companies, unincorporated associations, etc.) of the Financial Promotion Order, (iii) are outside the United Kingdom or (iv) are persons to whom an invitation or inducement to engage in investment activity within the meaning of section 21 of the Financial Services and Markets Act 2000 (the “FSMA”) in connection with the issue or sale of any securities may otherwise lawfully be communicated or caused to be communicated (all such persons together being referred to as “relevant",N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,52,IMPORTANT NOTICE,52.3,persons”). The Offering Memorandum is directed only at relevant persons and must not be acted on or relied,52.3.1,,on by persons who are not relevant persons. Any investment or investment activity to which the Offering Memorandum relates is available only to relevant persons and will be engaged in only with relevant persons.,N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,52,IMPORTANT NOTICE,52.4,"Prohibition of sales to United Kingdom retail investors—The Notes are not intended to be offered, sold,",52.4.1,,"distributed or otherwise made available to and should not be offered, sold, distributed or otherwise made available to any retail investor (as defined above in relation to the United Kingdom) in the United Kingdom. Consequently, no key information document required by Regulation (EU) No 1286/2014 as it forms part of domestic law by virtue of the EUWA (the “UK PRIIPs Regulation”) for offering or selling the Notes or otherwise making them available to retail investors in the United Kingdom has been prepared and therefore offering or selling the Notes or otherwise making them available to any retail investor in the United Kingdom may be unlawful under the UK PRIIPs Regulation. The Offering Memorandum has been prepared on the basis that any offer of the Notes in the United Kingdom will be made pursuant to an exemption under the UK Prospectus Regulation and the FSMA from the requirement to publish a prospectus for offers of the Notes. The Offering Memorandum is not a prospectus for the purposes of the UK Prospectus Regulation. Any distributor subject to the FCA Handbook Product Intervention and Product Governance Sourcebook (the “UK MiFIR Product Governance Rules”) (for the purposes of this paragraph, a “distributor”) subsequently offering, selling or recommending the Notes is responsible for undertaking its own target market assessment in respect of the Notes and determining the appropriate distribution channels. Neither the Issuer nor any of the Initial Purchasers make any representations or warranties as to a distributor’s compliance with the UK MiFIR Product Governance Rules. ----- **SUBJECT TO COMPLETION, DATED SEPTEMBER 20, 2022 PRELIMINARY OFFERING MEMORANDUM** **CONFIDENTIAL NOT FOR GENERAL DISTRIBUTION IN THE UNITED STATES** ### Granite France Bidco #### €350,000,000 % Senior Secured Notes due 2028 Granite France Bidco, a société par actions simplifiée organized under the laws of France (the “Issuer”), is offering (the “Offering”) €350.0 million aggregate principal amount of Senior Secured Notes due 2028 (the “Notes”). The Notes will be issued pursuant to an indenture (the “Indenture”) to be entered into on or about, 2022 (the “Issue Date”), among, inter alios, the Issuer, US Bank Trustees Limited, as trustee (the “Trustee”), and BNP Paribas, as security agent (the “Security Agent”). The proceeds of the Offering will be used to repay certain amounts outstanding under the Senior Facilities Agreement (as defined herein). Amounts drawn under the Senior Facilities Agreement were used to finance the acquisition of Inetum, a société anonyme organized under the laws of France (the “Company”), by the Issuer on July 20, 2022 (the “Acquisition Completion Date”). The Notes will bear interest at a rate of % per annum. The Issuer will pay interest on the Notes semi-annually in arrears on each of and, commencing on, 2023. At any time and from time to time prior to, 2024, the Issuer may, at its option, redeem all or a portion of the Notes at a redemption price equal to 100% of the principal amount of the Notes so redeemed, plus a “make-whole” premium as of, and accrued and unpaid interest and additional amounts, if any, to, but excluding, the applicable redemption date, as described herein. In addition, at any time and from time to time prior to, 2024, the Issuer may, at its option, redeem up to 40% of the aggregate principal amount of the Notes with the net cash proceeds from certain equity offerings at the redemption price set out herein, _plus accrued and unpaid interest and additional amounts, if any, to, but excluding, the applicable redemption date. At any_ time and from time to time prior to, 2024, the Issuer may, at its option, during each twelve-month period commencing with the Issue Date, redeem up to 10% of the original principal amount of the Notes at a redemption price equal to 103% of the principal amount of the Notes so redeemed, plus accrued and unpaid interest and additional amount, if any, to, but excluding, the applicable redemption date. At any time and from time to time on or after, 2024, the Issuer may redeem all or a portion of the Notes at the redemption prices specified herein. The Issuer may also redeem all, but not less than all, of the Notes in the event of certain developments affecting taxation. Additionally, upon certain events defined as constituting a change of control or upon certain asset dispositions, the Issuer may be required to make an offer to purchase the Notes. The maturity date of the Notes will be, 2028. On the Issue Date, the Notes will not be guaranteed by the Company or any of its subsidiaries. No later than 120 days following the Issue Date, the Notes will be guaranteed (any such guarantee, a “Note Guarantee”) on a senior basis by the Company, Inetum Software France, Inetum Realdolmen Belgium and Inetum Espana (each as defined herein) (collectively, the “Guarantors”). The validity and enforceability of the Note Guarantees, and the liability of each Guarantor under a Note Guarantee, will be subject to the limitations described in “Limitations on Validity and Enforceability of the Note Guarantees and the Security Interests and Certain _Insolvency Law Considerations” and may be released in certain circumstances. See “Description of the Notes—The Note Guarantees.”_ On the Issue Date, the Notes will be secured by first-priority security interests in the Issue Date Collateral (each as defined herein). No later than 120 days following the Issue Date, and subject to the Agreed Security Principles (as defined herein), the Notes and the Note Guarantees will be secured by first-priority security interests in the Post-Completion Date Collateral (as defined herein). The Senior Facilities (as defined herein) are or will be also secured by first-priority security interests in the Issue Date Collateral and the Post-Completion Date Collateral. See “Description of Certain Financing Arrangements—Senior _Facilities Agreement” and “Description of Certain Financing Arrangements—Intercreditor Agreement.” In addition, the_ Collateral will be subject to the Agreed Security Principles and other certain contractual and legal limitations, and may be released under certain circumstances. See “Limitations on Validity and Enforceability of the Note Guarantees and the Security _Interests and Certain Insolvency Law Considerations” and “Description of the Notes—Security.”_ There is currently no public market for the Notes. Application is expected to be made to The International Stock Exchange Authority Limited (the “Authority”) for the listing of and permission to deal in the Notes on the Official List (the “Official List”) of The International Stock Exchange (the “Exchange”). There can be no assurance that the Notes will be listed on the Official List of the Exchange, that such permission to deal in the Notes will be granted or that such listing will be maintained.",N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,52,IMPORTANT NOTICE,52.5,"Investing in the Notes involves risks. See “Risk Factors” beginning on page 26 of this Offering Memorandum. Issue Price:** **% plus accrued interest, if any, from the Issue Date.",52.5.1,,"The Notes and the Note Guarantees have not been, and will not be, registered under the U.S. Securities Act of 1933, as amended (the “U.S. Securities Act”), or the securities laws of any other jurisdiction. The Notes are being offered and sold in the United States only to persons reasonably believed to be qualified institutional buyers (“QIBs”) in reliance on Rule 144A under the U.S. Securities Act (“Rule 144A”) and to certain persons in transactions outside the United States in reliance on Regulation S under the U.S. Securities Act (“Regulation S”). See “Notice to Investors” for additional information about eligible offerees and transfer restrictions. The Notes will be issued in registered form in minimum denominations of €100,000 and integral multiples of €1,000 in excess thereof. The Notes will be represented upon issuance by one or more global notes. The Initial Purchasers expect to deliver the Notes in book entry form through Euroclear Bank SA/NV (“Euroclear”) and Clearstream Banking S.A. (“Clearstream”) on or about the Issue Date. _Joint Physical Bookrunner and Joint Global Coordinators_",N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,52,IMPORTANT NOTICE,52.6,BNP PARIBAS** **Credit Suisse,52.6.1,,_Joint Bookrunners_,N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,52,IMPORTANT NOTICE,52.7,Crédit Agricole CIB** **Goldman Sachs Bank Europe SE** **Société Générale** **UniCredit,52.7.1,,Th d t f thi Off i M d i 2022 -----,N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,52,IMPORTANT NOTICE,52.8,,52.8.1,,"THE ATTACHED PRELIMINARY OFFERING MEMORANDUM (THE “OFFERING **MEMORANDUM”) IS AVAILABLE ONLY TO INVESTORS WHO ARE EITHER (1) QUALIFIED** INSTITUTIONAL BUYERS (“QIBs”) WITHIN THE MEANING OF RULE 144A (“RULE 144A”) UNDER THE U.S. SECURITIES ACT OF 1933, AS AMENDED (THE “U.S. SECURITIES ACT”) OR (2) PERSONS PURCHASING THE SECURITIES OUTSIDE OF THE UNITED STATES IN OFFSHORE TRANSACTIONS IN RELIANCE ON REGULATION S (“REGULATION S”) UNDER THE U.S. SECURITIES ACT (AND, IF INVESTORS ARE IN A MEMBER STATE OF THE EUROPEAN ECONOMIC AREA (“EEA”) OR IN THE UNITED KINGDOM, INVESTORS WHO ARE NOT RETAIL INVESTORS (EACH AS DEFINED BELOW)). IMPORTANT: You must read the following disclaimer before continuing.** The following disclaimer applies to the Offering Memorandum, and you are therefore advised to read this disclaimer page carefully before reading, accessing or making any other use of the Offering Memorandum. In accessing the Offering Memorandum, you agree to be bound by the following terms and conditions, including any modifications thereto any time you receive any information from us as a result of such access. The Offering Memorandum has been prepared in connection with the proposed offer and sale (the “Offering”) of the securities described herein (the “Securities”). The Offering Memorandum and its contents are confidential and should not be distributed, published or reproduced (in whole or in part) or disclosed by recipients to any other person. NOTHING IN THIS ELECTRONIC TRANSMISSION CONSTITUTES AN OFFER OF SECURITIES OR A SOLICITATION OF AN OFFER TO BUY SECURITIES IN THE UNITED STATES OR IN ANY OTHER JURISDICTION WHERE IT IS UNLAWFUL TO DO SO. THE SECURITIES HAVE NOT BEEN, AND WILL NOT BE, REGISTERED UNDER THE U.S. SECURITIES ACT, OR THE SECURITIES LAWS OF ANY STATE OF THE UNITED STATES OR ANY OTHER JURISDICTION AND THE SECURITIES MAY NOT BE OFFERED OR SOLD WITHIN THE UNITED STATES OR TO, OR FOR THE ACCOUNT OR BENEFIT OF, U.S. PERSONS (AS DEFINED IN REGULATION S UNDER THE U.S. SECURITIES ACT) EXCEPT PURSUANT TO AN EXEMPTION FROM, OR IN A TRANSACTION NOT SUBJECT TO, THE REGISTRATION REQUIREMENTS OF THE U.S. SECURITIES ACT AND APPLICABLE STATE OR LOCAL SECURITIES LAWS OR LAWS OF OTHER JURISDICTIONS. THE OFFERING MEMORANDUM MAY NOT BE FORWARDED OR DISTRIBUTED, IN WHOLE OR IN PART, DIRECTLY OR INDIRECTLY, TO ANY OTHER PERSON AND MAY NOT BE REPRODUCED IN ANY MANNER WHATSOEVER. ANY FORWARDING, DISTRIBUTION OR REPRODUCTION OF THE OFFERING MEMORANDUM, IN WHOLE OR IN PART, IS UNAUTHORIZED. FAILURE TO COMPLY WITH THIS DIRECTIVE MAY RESULT IN A VIOLATION OF THE U.S. SECURITIES ACT OR THE APPLICABLE LAWS OF OTHER JURISDICTIONS. IF YOU HAVE GAINED ACCESS TO THIS TRANSMISSION CONTRARY TO ANY OF THE FOREGOING RESTRICTIONS, YOU ARE NOT AUTHORIZED AND WILL NOT BE ABLE TO PURCHASE ANY OF THE SECURITIES. Confirmation of your representation:** In order to be eligible to view the Offering Memorandum or make an investment decision with respect to the Securities, either you or the customers you represent must be either: (i) a person who is purchasing the Securities outside of the United States in an offshore transaction in reliance on Regulation S; or (ii) be a QIB, provided that an investor in a member state of the EEA must not be a retail investor (as defined below, as applicable) and an investor in the United Kingdom must not be a retail investor (as defined below, as applicable). The Offering Memorandum is being sent at your request. By accepting this e-mail and by accessing the Offering Memorandum, you shall be deemed to have represented to us and the initial purchasers set forth in the Offering Memorandum (the “Initial Purchasers”) that: (1) you consent to delivery of the Offering Memorandum by electronic transmission, and (2) either you or any customers you represent are: (a) a QIB; or (b) a person outside the United States and the e-mail address that you gave us and to which the Offering Memorandum has been delivered is not located in the United States, its territories and possessions, ----- any state of the United States or the District of Columbia; “possessions” include Puerto Rico, the United States Virgin Islands, Guam, American Samoa, Wake Island and the Northern Mariana Islands; and, if you are in a member state of the EEA or the United Kingdom, you are not a retail investor. The expression “retail investor” in relation to any Member State of the EEA means a person who is one (or more) of the following: (i) a retail client as defined in point (11) of Article 4(1) of Directive 2014/65/EU (as amended, “MiFID II”); (ii) a customer within the meaning of Directive (EU) 2016/97 (as amended, the “IDD”), where that customer would not qualify as a professional client as defined in point (10) of Article 4(1) of MiFID II; or (iii) not a qualified investor as defined in point (e) of Article 2 of Regulation (EU) 2017/1129 (as amended, the “Prospectus Regulation”). The expression “retail investor” in relation to the United Kingdom means a person who is one (or more) of the following: (i) a retail client, as defined in point (8) of Article 2 of Regulation (EU) No 2017/565 as it forms part of domestic law by virtue of the European Union (Withdrawal) Act 2018 (the “EUWA”); (ii) a customer within the meaning of the provisions of the Financial Services and Markets Act 2000 and any rules or regulations made thereunder to implement the IDD, where that customer would not qualify as a professional client, as defined in point (8) of Article 2(1) of Regulation (EU) No 600/2014 as it forms part of domestic law by virtue of the EUWA; or (iii) not a qualified investor as defined in Article 2 of Regulation (EU) 2017/1129 as it forms part of domestic law by virtue of the EUWA (the “UK Prospectus Regulation”). The Offering Memorandum has been sent to you in an electronic form. You are reminded that documents transmitted via this medium may be altered or changed during the process of transmission and, consequently, none of the Initial Purchasers, any person who controls the Initial Purchasers, Granite France Bidco (the “Issuer”) or any of its subsidiaries, nor any director, officer, employer, employee or agent of theirs, or affiliate of any such person, accepts any liability or responsibility whatsoever in respect of any difference between the Offering Memorandum distributed to you in electronic format and the hard copy version available to you on request from the Initial Purchasers. You are reminded that the Offering Memorandum has been delivered to you on the basis that you are a person into whose possession the Offering Memorandum may be lawfully delivered in accordance with the laws of the jurisdiction in which you are located and you may not, nor are you authorized to deliver the Offering Memorandum to any other person. You may not transmit the Offering Memorandum (or any copy of it or part thereof) or disclose, whether orally or in writing, any of its contents to any other person, except with the consent of the Initial Purchasers. If you receive this document by e-mail, you should not reply by e-mail. Any reply e-mail communications, including those you generate by using the “Reply” function on your e-mail software, will be ignored or rejected. If you receive this document by e-mail, your use of this e-mail is at your own risk and it is your responsibility to take precautions to ensure that it is free from viruses and other items of a destructive nature. The materials relating to the Offering do not constitute, and may not be used in connection with, an offer to sell or the solicitation of an offer to buy, nor shall there be any sale of the Securities in any place where such offers, solicitations or sales are not permitted by law. If a jurisdiction requires that the Offering be made by a licensed broker or dealer and the Initial Purchasers or any affiliate of the Initial Purchasers is a licensed broker or dealer in that jurisdiction, the Offering shall be deemed to be made by the Initial Purchasers or such affiliate on behalf of the Issuer in such jurisdiction. Prospective purchasers who are QIBs are hereby notified that the seller of the Securities may be relying on the exemption from the provisions of Section 5 of the U.S. Securities Act provided by Rule 144A.",N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,1,TABLE OF CONTENTS,1.1,,1.1.1,,"IMPORTANT INFORMATION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ii SUMMARY . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 SUMMARY CORPORATE AND FINANCING STRUCTURE . . . . . . . . . . . . . . . . . . . . . . . . 13 THE OFFERING . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 15 SUMMARY HISTORICAL AND CERTAIN OTHER FINANCIAL DATA . . . . . . . . . . . . . . . . 20 RISK FACTORS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 26 USE OF PROCEEDS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 66 CAPITALIZATION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 67 SELECTED CONSOLIDATED FINANCIAL INFORMATION . . . . . . . . . . . . . . . . . . . . . . . . 68 MANAGEMENT’S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 70 INDUSTRY . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 96 BUSINESS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 110 MANAGEMENT . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 136 PRINCIPAL SHAREHOLDERS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 138 CERTAIN RELATIONSHIPS AND RELATED PARTY TRANSACTIONS . . . . . . . . . . . . . . . 139 DESCRIPTION OF CERTAIN FINANCING ARRANGEMENTS . . . . . . . . . . . . . . . . . . . . . . 140 DESCRIPTION OF THE NOTES . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 175 LIMITATIONS ON VALIDITY AND ENFORCEABILITY OF THE NOTE GUARANTEES AND THE SECURITY INTERESTS AND CERTAIN INSOLVENCY LAW CONSIDERATIONS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 287 BOOK-ENTRY, DELIVERY AND FORM . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 344 CERTAIN TAX CONSIDERATIONS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 348 CERTAIN ERISA CONSIDERATIONS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 355 PLAN OF DISTRIBUTION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 357 NOTICE TO INVESTORS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 360 SERVICE OF PROCESS AND ENFORCEMENT OF CIVIL LIABILITIES . . . . . . . . . . . . . . . . 364 LEGAL MATTERS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 369 INDEPENDENT STATUTORY AUDITOR . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 369 WHERE YOU CAN FIND MORE INFORMATION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 369 LISTING AND GENERAL INFORMATION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 370 -----",N/A,as_expected,2022,565
913,Preliminary Offerings 2022.md,2,IMPORTANT INFORMATION,2.1,,2.1.1,,"This Offering Memorandum is confidential and has been prepared by us solely for use in connection with the Offering. This Offering Memorandum is personal to each offeree and does not constitute an offer to any other person or to the public generally to subscribe for or otherwise acquire any of the Notes and the Note Guarantees. Distribution of this Offering Memorandum to any person other than prospective investors and any person retained to advise any such prospective investor with respect to the purchase of the Notes and the Note Guarantees is unauthorized, and any disclosure of any of the contents of this Offering Memorandum, in whole or in part, without our prior written consent, is prohibited. Each prospective investor, by accepting delivery of this Offering Memorandum, agrees to the foregoing and to make no photocopies of this Offering Memorandum or any documents referred to in this Offering Memorandum, in whole or in part. You are not to construe the contents of this Offering Memorandum as investment, legal or tax advice. You should consult your own counsel, accountant and other advisors as to the legal, tax, business, financial and related aspects of purchasing the Notes. You are responsible for making your own examination of the Issuer and your own assessment of the merits and risks of investing in the Notes and the Note Guarantees. We are not, and none of the Trustee, the Agents and the Initial Purchasers (each as defined herein) is, making any representation to you regarding the legality of an investment in the Notes by you under applicable investment or similar laws. You may contact us if you need any additional information. By purchasing the Notes and the Note Guarantees, you will be deemed to have acknowledged that you have reviewed this Offering Memorandum and that you have had an opportunity to request any additional information that you need from us. You should base your decision to invest in the Notes and the Note Guarantees solely on information contained in this Offering Memorandum. No person is authorized in connection with any offering made by this Offering Memorandum to give any information or to make any representation not contained in this Offering Memorandum or any pricing term sheet or supplement and, if given or made, any other information or representation must not be relied upon as having been authorized by us or the Initial Purchasers. The information contained in this Offering Memorandum is as of the date hereof and is subject to change, completion or amendment without notice. The delivery of this Offering Memorandum at any time after the date hereof shall not, under any circumstances, create any implication that there has been no change in the information set forth in this Offering Memorandum or in our affairs since the date of this Offering Memorandum. The information contained in this Offering Memorandum has been furnished by us and other sources we believe to be reliable. No representation or warranty, express or implied, is made by the Initial Purchasers, any of the Trustee or the Agents or their respective directors, affiliates, advisors and agents as to the accuracy or completeness of any of the information set forth in this Offering Memorandum, and nothing contained in this Offering Memorandum is, or shall be relied upon as, a promise or representation by the Initial Purchasers or their respective directors, affiliates, advisors and agents, whether as to the past or the future. By receiving this Offering Memorandum, you acknowledge that you have not relied on the Initial Purchasers, any of the Trustee or the Agents or their respective directors, affiliates, advisors and agents in connection with your investigation of the accuracy of this information or your decision to invest in the Notes and the Note Guarantees. We undertake no obligation to update this Offering Memorandum or any information contained in it, whether as a result of new information, future events or otherwise, save as required by law. This Offering Memorandum does not constitute an offer to sell or an invitation to subscribe for or purchase any of the Notes or Note Guarantees in any jurisdiction in which such offer or invitation is not authorized or to any person to whom it is unlawful to make such an offer or invitation. You must comply with all laws and regulations that apply to you in any place in which you buy, offer or sell any of the Notes or the Note Guarantees or possess this Offering Memorandum. You must also obtain any consents or approvals that you need in order to purchase any of the Notes or the Note Guarantees. We and the Initial Purchasers are not responsible for your compliance with these legal requirements. The Notes and the Note Guarantees are subject to restrictions on resale and transfer as described under “Notice to Investors” and “Plan of Distribution.” By purchasing any of the Notes and the Note Guarantees, you will be deemed to have made certain acknowledgments, representations and agreements as described in those sections of this Offering Memorandum. You may be required to bear the financial risks of investing in the Notes and the Note Guarantees for an indefinite period of time. ----- We reserve the right to withdraw the Offering at any time. We are making the Offering subject to the terms described in this Offering Memorandum and one or more purchase agreements relating to the Notes. We and the Initial Purchasers may, for any reason, reject any offer to purchase the Notes in whole or in part, sell less than the entire principal amount of the Notes offered hereby or allocate to any purchaser less than all of the Notes for which it has subscribed. Application is expected to be made to list the Notes on the Official List of the Exchange. In the course of any review by the competent authority, we may be required (under applicable law, rules, regulations or guidance applicable to the listing of securities or otherwise) to make certain changes or additions to or deletions from the description of our business, financial statements and other information contained in this Offering Memorandum in producing listing particulars for such listing. Comments by the competent authority may require significant modification or reformulation of information contained in this Offering Memorandum or may require the inclusion of additional information in the listing particulars. We may also be required to update the information in this Offering Memorandum to reflect changes in our business, financial condition or results of operations and prospects since the publication of this Offering Memorandum. We cannot guarantee that such application for the list of the Notes on the Official List of the Exchange will be approved as of the Issue Date or at any time thereafter, and settlement of the Notes is not conditioned on obtaining this listing. Following the listing, the relevant listing particulars will be available at the offices of the Listing Agent (as identified herein). The Issuer accepts responsibility for the information contained in this Offering Memorandum. The Issuer declares that, having taken all reasonable care to ensure that such is the case, the information contained in this Offering Memorandum is, to the best of its knowledge, in accordance with the facts and does not omit anything likely to affect the import of this Offering Memorandum. However, the content set forth under the headings “Summary,” “Management’s Discussion and Analysis of Financial Condition and Results of _Operations,” “Industry” and “Business” includes extracts from information and data, including industry and_ market data, released by publicly available sources or otherwise prepared by third parties. While the Issuer accepts responsibility for accurately reproducing such information and data, and, as far as the Issuer is aware and are able to ascertain from information published by such sources, no facts have been omitted which would render the reproduced information inaccurate or misleading, none of the Issuer, the Initial Purchasers, the Trustee or the Agents has independently verified the accuracy of such information and data, and none of the Issuer, the Initial Purchasers, the Trustee or the Agents accepts any responsibility in respect thereof. Furthermore, the information set forth in relation to sections of this Offering Memorandum describing clearing and settlement arrangements, including the section entitled “Book-Entry, Delivery and Form,” is subject to change in or reinterpretation of the rules, regulations and procedures of Euroclear or Clearstream currently in effect. While we accept responsibility for accurately reproducing the information concerning Euroclear and Clearstream, none of us, the Initial Purchasers, the Trustee or the Agents accepts any responsibility in respect of such information. Investors wishing to use these clearing systems are advised to confirm the continued applicability of their rules, regulations and procedures. None of us, the Trustee, and the Agents will have any responsibility or liability for any aspect of the records relating to, or payments made on account of, book-entry interests held through the facilities of any clearing system or for maintaining, supervising or reviewing any records relating to such book-entry interests. Neither the listing of the Notes on the Official List of the Exchange nor the approval of this Offering Memorandum pursuant to the listing requirements of the Authority shall constitute a warranty or representation by the Authority as to the competence of the service providers or any other party connected with the Issuer, the adequacy and accuracy of information contained in this Offering Memorandum or the suitability of the Issuer for investment or for any other purpose. We expect that delivery of the Notes will be made against payment on the Notes on or about the Issue Date, which will be five business days (as such term is used for purposes of Rule 15c6-1 of the U.S. Securities Exchange Act of 1934, as amended (the “U.S. Exchange Act”)) following the date of pricing of the Notes (this settlement cycle is referred to as “T+5”). Under Rule 15c6-1 of the U.S. Exchange Act, trades in the secondary market generally are required to settle in two business days unless the parties to any such trade expressly agree otherwise. Accordingly, purchasers who wish to trade the Notes on the date of this Offering Memorandum or the following two business days will be required to specify an alternative settlement cycle at the time of any such trade to prevent a failed settlement. Purchasers of the Notes who wish to make such trades should consult their own advisors. -----",N/A,as_expected,2022,565
