Prospectus ID,Original Filename,Section ID,Section Title,Subsection ID,Subsection Title,Subsubsection ID,Subsubsection Title,Subsubsection Text,Parsing Error,From Folder,Prospectus Year,PDF Page Count
92_2,Offerings 2021.md,1232,NOTICE,1232.1,"EU MIFID II PRODUCT GOVERNANCE/PROFESSIONAL INVESTORS AND ECPS ONLY TARGET MARKET – Solely for the purposes of each manufacturer’s product approval process, the target market assessment",1232.1.1,,"in respect of the notes and related guarantees (together, the “Notes”) offered by the offering memorandum following this notice has led to the conclusion that: (i) the target market for the Notes is eligible counterparties and professional clients only, each as defined in Directive 2014/65/EU (as amended, “MiFID II”); and (ii) all channels for the distribution of the Notes to eligible counterparties and professional clients are appropriate. Any person subsequently offering, selling or recommending the Notes (a “distributor”) should take into consideration the manufacturers’ target market assessment; however, a distributor subject to MiFID II is responsible for undertaking its own target market assessment in respect of the Notes (by either adopting or refining the manufacturers’ target market assessment) and determining appropriate distribution channels.",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1232,NOTICE,1232.2,"UK MiFIR PRODUCT GOVERNANCE/PROFESSIONAL INVESTORS AND ECPS ONLY TARGET MARKET – Solely for the purposes of each manufacturer’s product approval process, the target market assessment",1232.2.1,,"in respect of the Notes has led to the conclusion that (i) the target market for the Notes is only eligible counterparties as defined in the FCA Handbook Conduct of Business Sourcebook, and professional clients as defined in Regulation (EU) No. 600/2014 as it forms part of domestic law of the UK by virtue of the European Union (Withdrawal) Act 2018 (“UK MiFIR”); and (ii) all channels for distribution of the Notes to eligible counterparties and professional clients are appropriate. Any person subsequently offering, selling or recommending the Notes (a “distributor”) should take into consideration the manufacturers’ target market assessment; however, a distributor subject to the FCA Handbook Product Intervention and Product Governance Sourcebook (the “UK MiFIR Product Governance Rules”) is responsible for undertaking its own target market assessment in respect of the Notes (by either adopting or refining the manufacturers’ target market assessment) and determining appropriate distribution channels.",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1232,NOTICE,1232.3,PRIIPS REGULATION - PROHIBITION OF SALES TO EEA RETAIL INVESTORS – The Notes are not,1232.3.1,,"intended to be offered, sold or otherwise made available to and should not be offered, sold or otherwise made available to any retail investor in the EEA. For these purposes, a retail investor means a person who is one (or more) of: (i) a retail client as defined in point (11) of MiFID II; (ii) a customer within the meaning of Directive (EU) 2016/97, where that customer would not qualify as a professional client as defined in point (10) of Article 4(1) of MiFID II; or (iii) not a qualified investor as defined in Regulation (EU) 2017/1129 (the “Prospectus Regulation”). Consequently, no key information document required by Regulation (EU) No. 1286/2014, as amended (the “EU PRIIPs Regulation”) for offering or selling the Notes or otherwise making them available to retail investors in the EEA has been prepared and therefore offering or selling the Notes or otherwise making them available to any retail investor in the EEA may be unlawful under the EU PRIIPs Regulation.",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1232,NOTICE,1232.4,UK PRIIPS REGULATION - PROHIBITION OF SALES TO UK RETAIL INVESTORS – The Notes are,1232.4.1,,"not intended to be offered, sold or otherwise made available to and should not be offered, sold or otherwise made available to any retail investor in the UK. For these purposes, a retail investor means a person who is one (or more) of: (i) a retail client, as defined in point (8) of Article 2 of Regulation (EU) No 2017/565 as it forms part of domestic law by virtue of the European Union (Withdrawal) Act 2018 (“EUWA”); (ii) a customer within the meaning of the provisions of the Financial Services and Markets Act 2000 (“FSMA”) and any rules or regulations made under the FSMA to implement Directive (EU) 2016/97, where that customer would not qualify as a professional client, as defined in point (8) of Article 2(1) of Regulation (EU) No 600/2014 as it forms part of domestic law by virtue of the EUWA; or (iii) not a qualified investor as defined in Article 2 of Regulation (EU) 2017/1129 as it forms part of domestic law by virtue of the EUWA. Consequently, no key information document required by Regulation (EU) No 1286/2014 as it forms part of domestic law by virtue of the EUWA (the “UK PRIIPs Regulation”) for offering or ----- selling the Notes or otherwise making them available to retail investors in the UK has been prepared and therefore offering or selling the Notes or otherwise making them available to any retail investor in the UK may be unlawful under the UK PRIIPs Regulation.",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1232,NOTICE,1232.5,IMPORTANT: You must read the following before continuing. The following applies to the offering,1232.5.1,,"memorandum following this notice, whether received by email or otherwise received as a result of electronic communication. You are advised to read this disclaimer carefully before reading, accessing or making any other use of the offering memorandum. In accessing the offering memorandum, you agree to be bound by the following terms and conditions, including any modifications to them, each time you receive any information from us as a result of such access. NOTHING IN THIS ELECTRONIC TRANSMISSION CONSTITUTES AN OFFER OF SECURITIES FOR SALE IN ANY JURISDICTION WHERE IT IS UNLAWFUL TO DO SO. THE SECURITIES HAVE NOT BEEN, AND WILL NOT BE, REGISTERED UNDER THE SECURITIES ACT OR THE SECURITIES LAWS OF ANY STATE OF THE UNITED STATES OR OTHER JURISDICTION AND THE SECURITIES MAY NOT BE OFFERED OR SOLD WITHIN THE UNITED STATES EXCEPT PURSUANT TO AN EXEMPTION FROM, OR IN A TRANSACTION NOT SUBJECT TO, THE REGISTRATION REQUIREMENTS OF THE SECURITIES ACT AND APPLICABLE STATE OR LOCAL SECURITIES LAWS. THE FOLLOWING OFFERING MEMORANDUM MAY NOT BE FORWARDED OR DISTRIBUTED TO ANY OTHER PERSON AND MAY NOT BE REPRODUCED IN ANY MANNER WHATSOEVER. ANY FORWARDING, DISTRIBUTION OR REPRODUCTION OF THIS DOCUMENT IN WHOLE OR IN PART IS UNAUTHORIZED. FAILURE TO COMPLY WITH THIS DIRECTIVE MAY RESULT IN A VIOLATION OF THE SECURITIES ACT OR THE APPLICABLE LAWS OF OTHER JURISDICTIONS.",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1232,NOTICE,1232.6,Confirmation of your representation: In order to be eligible to view the offering memorandum or make an,1232.6.1,,"investment decision with respect to the Notes, investors must be either (1) QIBs within the meaning of Rule 144A or (2) non-U.S. persons that are outside the United States in offshore transactions in reliance on Regulation S, provided that investors resident in a member state of the EEA or the UK are not retail investors. The offering memorandum is being sent at your request. By accepting the e-mail and accessing the offering memorandum, you shall be deemed to have represented to us and the initial purchasers (as defined in the attached offering memorandum) that: (1) you consent to delivery of such offering memorandum by electronic transmission, and (2) you and any customers you represent are either (a) QIBs or (b) not U.S. persons and the e-mail address that you gave us and to which the e-mail has been delivered is not located in the United States, its territories and possessions (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, Wake Island and the Northern Mariana Islands), any state of the United States or the District of Columbia (and if you are resident in a member state of the EEA or the UK, you are not a retail investor). Prospective purchasers that are QIBs are hereby notified that the seller of the Notes may be relying on the exemption from the provisions of Section 5 of the Securities Act provided by Rule 144A. You are reminded that the offering memorandum has been delivered to you on the basis that you are a person into whose possession the offering memorandum may be lawfully delivered in accordance with the laws of the jurisdiction in which you are located and you may not, nor are you authorized to, deliver the offering memorandum to any other person. Under no circumstances shall the offering memorandum constitute an offer to sell or the solicitation of an offer to buy, nor shall there be any sale of the Notes in any jurisdiction in which such offer, solicitation or sale would be unlawful. If a jurisdiction requires that the offering be made by a licensed broker or dealer and any initial purchaser of the Notes offered under the offering memorandum or any affiliate of any such initial purchaser is a licensed broker or dealer in that jurisdiction, the offering shall be deemed to be made by such an initial purchaser or affiliate on behalf of Coty Inc. in such jurisdiction. ----- The offering memorandum has not been approved by an authorized person in the UK. The offering memorandum is for distribution only to, and is directed solely at, persons who (i) are outside the UK, (ii) are investment professionals, as such term is defined in Article 19(5) of the Financial Services and Markets Act 2000 (Financial Promotion) Order 2005, as amended (the “Financial Promotion Order”), (iii) are persons falling within Article 49(2)(a) to (d) of the Financial Promotion Order, or (iv) are persons to whom an invitation or inducement to engage in investment activity (within the meaning of Section 21 of the FSMA) in connection with the issue or sale of any Notes may otherwise be lawfully communicated or caused to be communicated (all such persons together being referred to as “relevant persons”). Any investment or investment activity to which this memorandum relates is available only to and will be engaged in only with relevant persons, and any person who is not a relevant person should not rely on it. In addition, no person may communicate or cause to be communicated any invitation or inducement to engage in investment activity (within the meaning of Section 21 of the FSMA) received by it in connection with the issue or sale of the Notes other than in circumstances in which Section 21(1) of the FSMA does not apply to us. The offering memorandum has been sent to you in an electronic form. You are reminded that documents transmitted via this medium may be altered or changed during the process of electronic transmission and consequently none of the initial purchasers, any person who controls any initial purchaser, or any of their respective directors, officers, employees or agents accepts any liability or responsibility whatsoever in respect of any difference between the offering memorandum distributed to you in electronic format and the hard copy version available to you from the initial purchasers upon your request. -----",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1232,NOTICE,1232.7,,1232.7.1,,"THIS OFFERING IS AVAILABLE ONLY TO INVESTORS WHO ARE EITHER (1) QUALIFIED INSTITUTIONAL BUYERS (“QIBs”) WITHIN THE MEANING OF RULE 144A (“RULE 144A”) UNDER THE U.S. SECURITIES ACT OF 1933, AS AMENDED (THE “SECURITIES ACT”), OR (2) PERSONS WHO ARE NOT U.S. PERSONS (AS DEFINED IN REGULATION S UNDER THE SECURITIES ACT) AND WHO ARE OUTSIDE THE UNITED STATES PURSUANT TO “OFFSHORE TRANSACTIONS” IN COMPLIANCE WITH REGULATION S UNDER THE SECURITIES ACT (AND, IF INVESTORS ARE RESIDENT IN A MEMBER STATE OF THE EUROPEAN ECONOMIC AREA (THE “EEA”) OR IN THE UNITED KINGDOM (THE “UK”), NOT RETAIL INVESTORS).",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1233,PRELIMINARY OFFERING MEMORANDUM** **CONFIDENTIAL,1233.1,"See “Risk Factors” beginning on page 18 and in our latest Annual Report on Form 10-K and in our subsequent Quarterly Reports on Form 10-Q (as such risk factors may be updated from time to time in our public filings) for a discussion of certain risks that you should consider in connection with an investment in the Notes. Notes issue price:   % plus accrued interest, if any, from      , 2021 The Notes and related guarantees have not been registered, and we will not be required to register the Notes and related guarantees, under the Securities Act of 1933, as amended (the “Securities Act”), or the securities laws of any other jurisdiction, and are being offered and sold only to qualified institutional buyers (“QIBs”) in accordance with Rule 144A under the Securities Act (“Rule 144A”) and outside the United States to non-U.S. persons in accordance with Regulation S under the Securities Act (“Regulation S”) and, if investors are residents of a member state of the European Economic Area (the “EEA”) or the United Kingdom (the “UK”), not to retail investors. Prospective purchasers that are QIBs are hereby notified that the seller of the Notes may be relying on the exemption from the registration requirements under the Securities Act provided by Rule 144A. For a description of certain information about eligible offerees and restrictions on transfers of the Notes, see “Notice to Investors,” “Plan of Distribution” and “Transfer Restrictions.”",1233.1.1,,"Application will be made to The International Stock Exchange Authority (the “Authority” or “TISEA”) for the listing of and permission to deal in the Notes on the Official List of The International Stock Exchange (“TISE”). No application has been made for the Notes to be listed on any other stock exchange. TISE is not a regulated market for the purposes of Directive 2014/65/EU or Markets in Financial Instruments Directive, as amended (“MiFID II”). This offering memorandum constitutes a “Listing Document” for the purposes of the Listing Rules maintained by the Authority. We expect that delivery of the Notes will be made to investors in book-entry form through the facilities of Clearstream Banking, S.A. (“Clearstream, Luxembourg”) and Euroclear Bank SA/NV (“Euroclear”) on or about        , 2021. _Global Coordinators_",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1233,PRELIMINARY OFFERING MEMORANDUM** **CONFIDENTIAL,1233.2,,1233.2.1,,"# Coty Inc. ## €500,000,000        % SENIOR SECURED NOTES DUE 2026 We are offering €500 million principal amount of     % Senior Secured Notes due 2026 (the “Notes”). The Notes will bear interest at a rate of      % per year, payable on     and      of each year, beginning     , 2021. The Notes will mature on     , 2026. We intend to use the net proceeds of this offering to repay a portion of the term loans outstanding under our existing senior secured credit facilities (the “Existing Credit Facilities”) and repay any related premiums, fees and expenses thereto. See “Use of Proceeds.” At any time prior to       , 2023, we may redeem some or all of the Notes at a price equal to 100% of the principal amount of the Notes to be redeemed, plus accrued and unpaid interest, if any, to, but excluding, the redemption date, plus a “make-whole” premium, as described in this offering memorandum. On or after        , 2023, we may redeem some or all of the Notes at the applicable redemption prices set forth in this offering memorandum, plus accrued and unpaid interest, if any, to, but excluding, the redemption date. At any time on or prior to       , 2023, we may redeem up to 40% of the aggregate principal amount of the Notes using the net cash proceeds from certain equity offerings at the applicable redemption price set forth in this offering memorandum, plus accrued and unpaid interest, if any, to, but excluding, the redemption date. See “Description of Notes—Optional Redemption.” We may also redeem the Notes in whole but not in part, at any time, upon the occurrence of certain tax events. See “Description of Notes—Redemption for Tax Reasons.” If we experience a change of control triggering event with respect to the Notes as described in this offering memorandum under the heading “Description of Notes—Repurchase of Notes Upon a Change of Control Triggering Event,” we will be required to offer to repurchase any and all of the Notes from the holders. The Notes will be fully and unconditionally guaranteed, jointly and severally, on a senior secured basis (the “guarantees”) by our existing and future wholly owned U.S. subsidiaries (the “Guarantors”) that guarantee our obligations under the Existing Credit Facilities and certain other material indebtedness. The Notes and the guarantees will be our and the Guarantors’ senior obligations and will be secured, subject to permitted liens and certain other exceptions, by first-priority liens on the same Collateral (as defined herein) that secures the obligations under the Existing Credit Facilities and our 5.000% senior secured notes due 2026 (the “Existing Secured Notes”). See “Description of Notes—Security.” The guarantees and liens on the Collateral will be subject to release under certain circumstances. See “Description of Notes—Guarantees” and “Description of Notes—Security.” The Notes and the guarantees will be equal in right of payment with our and the Guarantors’ respective existing and future senior indebtedness and will be senior to all of our and the Guarantors’ existing and future indebtedness that is, by its terms, expressly subordinated in right of payment to the Notes or the guarantees, as the case may be. The Notes and the guarantees will be effectively pari passu with our and the Guarantors’ respective existing and future indebtedness that is secured by a first-priority lien on the Collateral (including the obligations under the Existing Credit Facilities and the Existing Secured Notes) to the extent of the value of the Collateral, and effectively senior to our and the Guarantors’ respective existing and future indebtedness that is unsecured, including our existing unsecured senior notes (the “Existing Unsecured Notes” and, together with the Existing Secured Notes, the “Existing Notes”) and the guarantees thereof, or that is secured by junior liens on the Collateral, to the extent of the value of the Collateral. In addition, the Notes and the guarantees will be structurally subordinated to all liabilities of any of our ----- subsidiaries that do not guarantee the Notes and will be effectively junior to any indebtedness of ours or the Guarantors that is secured by assets that are not Collateral, to the extent of the value of such assets.",N/A,as_expected,2021,148
92_2,Offerings 2021.md,1234,BNP PARIBAS** **DEUTSCHE BANK SECURITIES CRÉDIT AGRICOLE CIB,1234.1,,1234.1.1,,_Additional Bookrunners_,N/A,as_expected,2021,148
