Prospectus ID,Original Filename,Section ID,Section Title,Subsection ID,Subsection Title,Subsubsection ID,Subsubsection Title,Subsubsection Text,Parsing Error,From Folder,Prospectus Year,PDF Page Count
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.1,IMPORTANT: You must read the following before continuing. The following applies to the draft,52.1.1,,"preliminary offering memorandum (the “Preliminary Offering Memorandum”) following this page, and you are therefore advised to read this carefully before reading, accessing or making any other use of the Preliminary Offering Memorandum. In accessing the Preliminary Offering Memorandum, you agree to be bound by the following terms and conditions, including any modifications to them any time you receive any information from us as a result of such access. NOTHING IN THIS ELECTRONIC TRANSMISSION CONSTITUTES AN OFFER OF SECURITIES FOR SALE IN ANY JURISDICTION WHERE IT IS UNLAWFUL TO DO SO. THE SECURITIES HAVE NOT BEEN, AND WILL NOT BE, REGISTERED UNDER THE SECURITIES ACT, OR THE SECURITIES LAWS OF ANY STATE OF THE UNITED STATES OR OTHER JURISDICTION, AND THE SECURITIES MAY NOT BE OFFERED OR SOLD WITHIN THE UNITED STATES OR TO, OR FOR THE ACCOUNT OR BENEFIT OF, U.S. PERSONS (AS DEFINED IN REGULATION S UNDER THE SECURITIES ACT), EXCEPT PURSUANT TO AN EXEMPTION FROM, OR IN A TRANSACTION NOT SUBJECT TO, THE REGISTRATION REQUIREMENTS OF THE SECURITIES ACT AND APPLICABLE LAWS OF OTHER JURISDICTIONS. THE FOLLOWING PRELIMINARY OFFERING MEMORANDUM MAY NOT BE FORWARDED OR DISTRIBUTED TO ANY OTHER PERSON AND MAY NOT BE REPRODUCED IN ANY MANNER WHATSOEVER. ANY FORWARDING, DISTRIBUTION OR REPRODUCTION OF THIS DOCUMENT IN WHOLE OR IN PART IS UNAUTHORIZED. FAILURE TO COMPLY WITH THIS DIRECTIVE MAY RESULT IN A VIOLATION OF THE SECURITIES ACT OR THE APPLICABLE LAWS OF OTHER JURISDICTIONS.",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.2,Confirmation of your Representation: In order to be eligible to view the Preliminary Offering,52.2.1,,"Memorandum or make an investment decision with respect to the securities, investors must be either (1) Qualified Institutional Buyers (“QIBs”) within the meaning of Rule 144A under the Securities Act (“Rule 144A”) or (2) non-U.S. persons outside the United States in accordance with Regulation S under the Securities Act (and, if investors are resident in a member state of the European Economic Area or the United Kingdom, not retail investors (as defined below)). The Preliminary Offering Memorandum is being sent at your request. By accepting the e-mail and accessing the Preliminary Offering Memorandum, you shall be deemed to have represented to us that: (1) you consent to delivery of such Preliminary Offering Memorandum by electronic transmission, and (2) either: (a) you and any customers you represent are QIBs; or (b) (i) you and any customers you represent are non-U.S. persons and (ii) the e-mail address that you gave us and to which the e-mail has been delivered is not located in the United States, its territories and possessions (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, Wake Island and the Northern Mariana Islands), any state of the United States or the District of Columbia; and (3) if you and any customers you represent are a resident in a Member State of the European Economic Area or the United Kingdom, you are not a “retail investor”. For the purposes of this paragraph (3), the expression “retail investor” means (a) in the European Economic Area, a person who is one (or more) of: i. a “retail client” as defined in point (11) of Article 4(1) of Directive 2014/65/EU (as amended, “MiFID",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.3,II”); or,52.3.1,,"----- ii. a customer within the meaning of Directive 2016/97/EU (as amended, the “Insurance Distribution",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.4,"Directive”), where that customer would not qualify as a professional client as defined in point (10) of",52.4.1,,"Article 4(1) of MiFID II; and (b) in the United Kingdom, a person who is one (or more) of: i. a retail client, as defined in point (8) of Article 2 of Regulation (EU) No 2017/565 as amended, as it forms part of domestic law by virtue of EUWA; or ii. a customer within the meaning of the provisions of the Financial Services and Markets Act 2000 (the “FSMA”) and any rules or regulations made under the FSMA to implement the Insurance Distribution Directive, where that customer would not qualify as a professional client, as defined in point (8) of Article 2(1) of Regulation (EU) No 600/2014 as amended, as it forms part of domestic law by virtue of the EUWA (“UK MiFIR”). Prospective purchasers that are QIBs are hereby notified that the seller of the Notes (as defined in the Preliminary Offering Memorandum) may be relying on the exemption from the provisions of Section 5 of the Securities Act provided by Rule 144A. In addition, the Notes are not intended to be offered, sold or otherwise made available, and should not be offered, sold or otherwise made available, in Belgium to any consumer (consument/consommateur) within the meaning of the Belgian economic law code (Wetboek van economisch recht/Code de droit économique), as amended from time to time. You are reminded that the Preliminary Offering Memorandum has been delivered to you on the basis that you are a person into whose possession the Preliminary Offering Memorandum may be lawfully delivered in accordance with the laws of the jurisdiction in which you are located and you may not, nor are you authorized to, deliver the Preliminary Offering Memorandum to any other person. The materials relating to the offering do not constitute, and may not be used in connection with, an offer or a solicitation in any place where offers or solicitations are not permitted by law. If a jurisdiction requires that the offering be made by a licensed broker or dealer and the Initial Purchasers (as defined herein) or any affiliate of the Initial Purchasers is a licensed broker or dealer in that jurisdiction, the offering shall be deemed to be made by the Initial Purchasers or such affiliate on behalf of the issuers in such jurisdiction. Under no circumstances shall the Preliminary Offering Memorandum constitute an offer to sell or the solicitation of an offer to buy, nor shall there be any sale of these securities in any jurisdiction in which such offer, solicitation or sale would be unlawful. The Preliminary Offering Memorandum has been sent to you in electronic form. You are reminded that documents transmitted via this medium may be altered or changed during the process of electronic transmission and consequently neither the issuer, the Initial Purchasers, any person who controls the issuers or any of the Initial Purchasers, nor any of their affiliates, directors, officers, employees or agents, accept any liability or responsibility whatsoever in respect of any difference between the Preliminary Offering Memorandum distributed to you in electronic format and the hard copy version available to you on request from the Initial Purchasers.",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.5,MiFID II Product Governance / Professional Investors and ECPs only target market: Solely for the,52.5.1,,"purposes of each manufacturer’s product approval process, the target market assessment in respect of the Notes has led to the conclusion that: (i) the target market for the Notes is eligible counterparties and professional clients only, each as defined in MiFID II; and (ii) all channels for distribution of the Notes to eligible counterparties and professional clients are appropriate. Any person subsequently offering, selling or recommending the Notes (a “distributor”) should take into consideration the manufacturers’ target market assessment; however, a distributor subject to the MiFID II is responsible for undertaking its own target market assessment in respect of the Notes (by either adopting or refining the manufacturers’ target market assessment) and determining appropriate distribution channels.",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.6,UK MiFIR Product Governance / Professional Investors and ECPs only target market: Solely for the,52.6.1,,"purposes of each manufacturer’s product approval process, the target market assessment in respect of the Notes has led to the conclusion that: (i) the target market for the Notes is eligible counterparties, as defined in the FCA Handbook Conduct of Business Sourcebook (“COBS”), and professional clients, as defined UK MiFIR; and (ii) all channels for distribution of the Notes to eligible counterparties and professional clients are appropriate. Any person subsequently offering, selling or recommending the Notes (a “distributor”) in the UK or EU should ----- take into consideration the manufacturers’ target market assessment; however, a distributor subject to the FCA Handbook Intervention and Product Governance Sourcebook (the “UK MiFIR Product Governance Rules”) is responsible for undertaking its own target market assessment in respect of the Notes (by either adopting or refining the manufacturers’ target market assessment) and determining appropriate distribution channels.",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.7,"Prohibition of sales to EEA retail investors: The Notes are not intended to be offered, sold or otherwise",52.7.1,,"made available to and should not be offered, sold or otherwise made available to any retail investor in the EEA. For these purposes, a retail investor means a person who is one (or more) of: (i) a retail client as defined in point (11) of Article 4(1) of MiFID II; or (ii) a customer within the meaning the Insurance Distribution Directive, where that customer would not qualify as a professional client as defined in point (10) of Article 4(1) of MiFID II. Consequently, no key information document required by Regulation (EU) No 1286/2014 (as amended, the “PRIIPs Regulation”) for offering or selling the Notes or otherwise making them available to retail investors in the EEA has been prepared and therefore offering or selling the Notes or otherwise making them available to any retail investor in the EEA may be unlawful under the PRIIPs Regulation. This Preliminary Offering Memorandum has been prepared on the basis that any offer of the securities described in the attached Preliminary Offering Memorandum in any Member State of the EEA will be made pursuant to an exemption under Regulation (EU) 2017/1129 as amended (the “Prospectus Regulation”) from a requirement to publish a prospectus for offers of such securities. This Preliminary Offering Memorandum is not a prospectus for the purposes of the Prospectus Regulation and any relevant implementing measure in each member state of the EEA. No prospectus is required in accordance with the Prospectus Regulation for this issue of Notes.",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.8,"Prohibition of sales to United Kingdom retail investors: The Notes are not intended to be offered, sold or",52.8.1,,"otherwise made available to and should not be offered, sold or otherwise made available to any retail investor in the United Kingdom. (the “UK”). For these purposes, a retail investor means a person who is one (or more) of: (i) a retail client, as defined in point (8) of Article 2 of Regulation (EU) No 2017/565 as it forms part of domestic law by virtue of the EUWA; or (ii) a customer within the meaning of the provisions of the FSMA and any rules or regulations made under the FSMA to implement the Insurance Distribution Directive, where that customer would not qualify as a professional client, as defined in point (8) of Article 2(1) of UK MiFIR. No key information document required by Regulation (EU) No 1286/2014 as it forms part of domestic law by virtue of the EUWA (the “UK PRIIPs Regulation”) for offering or selling the Notes or otherwise making them available to retail investors in the UK has been prepared and therefore offering or selling the Notes or otherwise making them available to any retail investor in the UK may be unlawful under the UK PRIIPs Regulation. This Preliminary Offering Memorandum has been prepared on the basis that any offer of the securities in the United Kingdom will be made pursuant to an exemption under the under Regulation (EU) 2017/1129 as amended as it forms part of UK domestic law by virtue of the EUWA (the “UK Prospectus Regulation”) from a requirement to publish a prospectus for offers of securities. This Preliminary Offering Memorandum is not a prospectus for the purpose of the UK Prospectus Regulation. No prospectus is required in accordance with the UK Prospectus Regulation for this issue of Notes. In addition, this Preliminary Offering Memorandum is not being distributed by, nor has it been approved for the purposes of section 21 of the Financial Services and Markets Act 2000, as amended (the “FSMA”) by, a person authorized under the FSMA. This Preliminary Offering Memorandum is only being distributed to and is only directed at persons who (i) have professional experience in matters relating to investments falling within Article 19(5) of the Financial Services and Markets Act 2000 (Financial Promotion) Order 2005, as amended (the “Financial Promotion Order”), (ii) are persons falling within Article 49(2)(a) to (d) (“high net worth companies, unincorporated associations etc.”) of the Financial Promotion Order, (iii) are outside the UK, or (iv) are persons to whom an invitation or inducement to engage in investment activity (within the meaning of section 21 of the FSMA) in connection with the issue or sale of any securities may otherwise lawfully be communicated or caused to be communicated (all such persons together being referred to as “relevant",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.9,"persons”). Accordingly, by accepting delivery of this Preliminary Offering Memorandum, the recipient warrants",52.9.1,,"and acknowledges that it is such a relevant person. This Preliminary Offering Memorandum is directed only at relevant persons and must not be acted or relied upon by persons who are not relevant persons. Any investment or investment activity to which this Preliminary Offering Memorandum relates is available only to relevant persons and will be engaged in only with relevant persons. ----- Subject to completion, dated June 28, 2021",N/A,as_expected,2021,662
357_2,Offerings 2021.md,52,IMPORTANT NOTICE,52.10,,52.10.1,,"THE OFFERING IS AVAILABLE ONLY (1) IN THE UNITED STATES TO INVESTORS WHO ARE QUALIFIED INSTITUTIONAL BUYERS WITHIN THE MEANING OF RULE 144A UNDER THE U.S. SECURITIES ACT OF 1933, AS AMENDED (THE “SECURITIES ACT”) OR (2) OUTSIDE THE UNITED STATES IN COMPLIANCE WITH REGULATION S UNDER THE SECURITIES ACT (AND, IN THIS CASE, ONLY TO INVESTORS WHO, IF RESIDENT IN A MEMBER STATE OF THE EUROPEAN ECONOMIC AREA OR THE UNITED KINGDOM, ARE NOT RETAIL INVESTORS (AS DEFINED BELOW)).",N/A,as_expected,2021,662
