Prospectus ID,Original Filename,Section ID,Section Title,Subsection ID,Subsection Title,Subsubsection ID,Subsubsection Title,Subsubsection Text,Parsing Error,From Folder,Prospectus Year,PDF Page Count
66_2,Final Offerings 2021.md,2,IMPORTANT INFORMATION,2.1,,2.1.1,,"In making an investment decision regarding the Notes and the Guarantees offered by this Offering Circular, you must rely on your own examination of the Issuer and the terms of this offering, including the merits and risks involved. This Offering Circular relates to the offering of the Notes on the Issue Date. The Offering is being made on the basis of this Offering Circular only. Any decision to purchase the Notes and the Guarantees in the offering must be based on the information contained in, or incorporated by reference into, this Offering Circular. The Issuer accepts responsibility for the information in, or incorporated by reference into, this Offering Circular. We have prepared this Offering Circular solely for use in connection with this Offering and for listing of the Notes on the Official List of the LuxSE and for their admission to trading on the Euro MTF Market. You are not to construe the contents of this Offering Circular as investment, legal or tax advice. You should consult your own counsel, accountants and other advisors as to legal, tax, business, financial, regulatory and related aspects of a purchase of the Notes and the Guarantees. You are responsible for making your own examination of the Notes and the Issuer and your own assessment of the merits and risks of investing in the Notes and the Guarantees. None of the Issuer, the Guarantors or any of the Initial Purchasers is making any representation to you regarding the legality of an investment in the Notes and the Guarantees by you under appropriate legal investment or other laws. To the best of our knowledge and belief, having taken all reasonable care to ensure such is the case, the information contained in, or incorporated by reference into, this Offering Circular is in accordance with the facts and contains no omission likely to affect its import. The information contained in, or incorporated by reference into, this Offering Circular has been furnished by the Issuer and other sources we believe to be reliable. This Offering Circular contains summaries, believed to be accurate, of some of the terms of specific documents, but reference is made to the actual documents, copies of which will be made available upon request, for the complete information contained in those documents. You should contact the Issuer or the Initial Purchasers with any questions about this offering or if you require additional information to verify the information contained in, or incorporated by reference into, this Offering Circular. All summaries are qualified in their entirety by this reference. Copies of such documents and other information relating to the issuance of the Notes and the Guarantees will be available at the specified offices of the listing agent in Luxembourg. See “Listing and General Information”. The Initial Purchasers will provide prospective investors with a copy of this Offering Circular and any related amendments or supplements. By receiving this Offering Circular, you acknowledge that you have not relied on the Initial Purchasers in connection with your investigation of the accuracy or the adequacy of the information contained in, or incorporated by reference into, this Offering Circular or your decision whether or not to invest in the Notes and the Guarantees. The information set out in those sections of this Offering Circular describing clearing and settlement is subject to any change or reinterpretation of the rules, regulations and procedures of Euroclear and Clearstream currently in effect. Investors wishing to use these clearing systems are advised to confirm the continued applicability of their rules, regulations and procedures. None of the Issuer or the Guarantors will have any responsibility or liability for any aspect of the records relating to, or payments made on account of, Book-Entry interests held through the facilities of any clearing system or for maintaining, supervising or reviewing any records relating to such Book-Entry interests. No person is authorized in connection with any offering made by this Offering Circular to give any information or to make any representation not contained in, or incorporated by reference into, this Offering Circular and, if given or made, any other information or representation must not be relied upon as having been authorized by the Issuer, the Guarantors or the Initial Purchasers. The information contained in, or incorporated by reference into, this Offering Circular is accurate as of the date hereof. Neither the delivery of this Offering Circular at any time nor any subsequent commitment to purchase the Notes or the Guarantees shall, under any circumstances, create any implication that there has been no change in the information set forth in, or incorporated by reference into, this Offering Circular or in the business of the Issuer or the Guarantors since the date of this Offering Circular. ----- The Initial Purchasers, the Trustee, the Security Agent, the Paying Agent, the Transfer Agent, the Registrar, the Listing Agent and the other agents of the Issuer make no representation or warranty, express or implied, as to, and assume no responsibility for, the accuracy or completeness of the information contained in, or incorporated by reference into, this Offering Circular. Nothing contained in, or incorporated by reference into, this Offering Circular is, or shall be relied upon as, a promise or representation by the Initial Purchasers as to the past or the future. The Issuer and the Guarantors have furnished the information contained in, or incorporated by reference into, this Offering Circular. The Notes and the Guarantees are subject to restrictions on transferability and resale and may not be transferred or resold except as permitted under the Securities Act and applicable securities laws. You should be aware that you may be required to bear the financial risks of this investment for an indefinite period of time. See “Plan of Distribution” and “Notice to Investors”. Application has been made to list the Notes on the Official List of the LuxSE and for the Notes to be admitted to trading on the Euro MTF Market, and the Issuer has submitted this Offering Circular to the LuxSE in connection with the listing application. We cannot guarantee that our application for admission of the Notes to trading on the Euro MTF Market and to listing on the Official List of the LuxSE will be approved as of the settlement date for the Notes or any date thereafter, and settlement of the Notes is not conditional on obtaining this listing. The Issuer reserves the right to withdraw this offering at any time. The Issuer is making this Offering subject to the terms described in this Offering Circular and the purchase agreement relating to the Notes (the “Purchase Agreement”). The Issuer and the Initial Purchasers each reserve the right to reject any commitment to subscribe for the Notes in whole or in part and to allot to any prospective investor less than the full amount of the Notes sought by such investor. The Initial Purchasers and certain of their related entities may acquire, for their own accounts, a portion of the Notes. The distribution of this Offering Circular and the offer and sale of the Notes and the Guarantees are restricted by law in some jurisdictions. This Offering Circular does not constitute an offer to sell or an invitation to subscribe for or purchase any of the Notes and the Guarantees in any jurisdiction in which such offer or invitation is not authorized or to any person to whom it is unlawful to make such an offer or invitation. Each prospective offeree or purchaser of the Notes and the Guarantees must comply with all applicable laws and regulations in force in any jurisdiction in which it purchases, offers or sells the Notes and the Guarantees or possesses or distributes this Offering Circular, and must obtain any consent, approval or permission required under any regulations in force in any jurisdiction to which it is subject or in which it makes such purchases, offers or sales, and neither the Issuer nor the Initial Purchasers shall have any responsibility thereof. See “Notice to Certain Investors”, “Plan of Distribution”, and “Notice to Investors”. Investing in the Notes involves a high degree of risk. Please see “Risk Factors” beginning on page 25.",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,3,STABILIZATION,3.1,,3.1.1,,"IN CONNECTION WITH THE ISSUE OF THE NOTES, HSBC BANK PLC (THE “STABILIZING",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,1002,MANAGER”) (OR PERSONS ACTING ON BEHALF OF THE STABILIZING MANAGER OR STABILIZING,1002.1,NOTICE TO CERTAIN INVESTORS General,1002.1.1,,"This Offering Circular does not constitute an offer to sell or an invitation to subscribe for or purchase any of the Notes in any jurisdiction in which such offer or invitation is not authorized or to any person to whom it is unlawful to make such an offer or invitation. The distribution of this Offering Circular and the offer or sale of the Notes may be restricted by law in certain jurisdictions. Persons into whose possession this Offering Circular comes are required to inform themselves about and to observe any such restrictions. Each purchaser of the Notes will be deemed to have made the representations, warranties and acknowledgements that are described in this Offering Circular under “Notice to Investors” in this Offering Circular. No action has been taken in any jurisdiction that would permit a public offering of the Notes. No offer or sale of the Notes may be made in any jurisdiction except in compliance with the applicable laws thereof. You must comply with all laws that apply to you in any place in which you buy, offer or sell any Notes or possess this Offering Circular. If a jurisdiction requires that the offering be made by a licensed broker or dealer and any Initial Purchaser or any affiliate of such Initial Purchaser is a licensed broker or dealer in that jurisdiction, the Offering shall be deemed to be made by such Initial Purchaser or affiliate on behalf of the Issuer in such jurisdiction. For a description of certain restrictions relating to the offer and sale of the Notes, see “Plan of _Distribution”. The Issuer accepts no liability for any violation by any person, whether or not a prospective_ purchaser of the Notes, of any such restrictions.",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,1002,MANAGER”) (OR PERSONS ACTING ON BEHALF OF THE STABILIZING MANAGER OR STABILIZING,1002.2,Notice to U.S. Investors,1002.2.1,,"The Notes and the Guarantees have not been and will not be registered under the Securities Act or the securities laws of any state of the United States, and may not be offered or sold within the United States or to, or for the account of, U.S. persons except pursuant to an exemption from, or in a transaction not subject to, the registration requirements of the Securities Act. The Notes are being offered and sold outside the United States in offshore transactions in reliance on Regulation S.",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,1002,MANAGER”) (OR PERSONS ACTING ON BEHALF OF THE STABILIZING MANAGER OR STABILIZING,1002.3,Notice to EEA Investors,1002.3.1,,"The Notes are not intended to be offered, sold or otherwise made available to and should not be offered, sold or otherwise made available to any retail investor in the EEA. For these purposes, a retail investor means a person who is one (or more) of: (i) a retail client as defined in point (11) of Article 4(1) of Directive 2014/65/EU (as amended, “MiFID II”); or (ii) a customer within the meaning of Directive (EU) 2016/97 (as amended, the “Insurance Distribution Directive”), where that customer would not qualify as a professional client as defined in point (10) of Article 4(1) of MiFID II. Consequently, no key information document required by Regulation (EU) No 1286/2014 (as amended, the “PRIIPs Regulation”) for offering or selling the Notes or otherwise making them available to retail investors in the EEA has been prepared and, therefore, offering or selling the Notes or otherwise making them available to any retail investor in the EEA may be unlawful under the PRIIPs Regulation. This Offering Circular has been prepared on the basis that any offer of Notes in any Member State of the EEA will be made pursuant to an exemption under Regulation (EU) 2017/1129 (as amended, the “EU",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,1002,MANAGER”) (OR PERSONS ACTING ON BEHALF OF THE STABILIZING MANAGER OR STABILIZING,1002.4,Prospectus Regulation”) from the requirement to publish a prospectus for offers of the Notes. This Offering,1002.4.1,,"Circular is not a prospectus for the purposes of the EU Prospectus Regulation. Solely for the purposes of each manufacturer’s product approval process, the target market assessment in respect of the Notes has led to the conclusion that: (i) the target market for the Notes is eligible counterparties and professional clients only, each as defined in MiFID II; and (ii) all channels for distribution of the Notes to eligible counterparties and professional clients are appropriate. Any person subsequently offering, selling or recommending the Notes (a “distributor”) should take into consideration the manufacturers’ target market assessment; however, a distributor subject to MiFID II is responsible for ----- undertaking its own target market assessment in respect of the Notes (by either adopting or refining the manufacturers’ target market assessment) and determining appropriate distribution channels.",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,1002,MANAGER”) (OR PERSONS ACTING ON BEHALF OF THE STABILIZING MANAGER OR STABILIZING,1002.5,Notice to United Kingdom Residents,1002.5.1,,"This Offering Circular is only being distributed to and is only directed at (a) persons who are outside the United Kingdom, (b) persons falling within the definition of investment professionals (as defined in Article 19(5) of the Financial Services and Markets Act 2000 (Financial Promotion) Order 2005, as amended (the “Order”)), (c) persons falling within Article 49(2)(a) to (d) of the Order (high net worth entities, unincorporated associations, etc.) or (d) persons to whom an invitation or inducement to engage in investment activity (within the meaning of section 21 of the Financial Services and Markets Act (as amended, the “FSMA”)) in connection with the issue or sale of any securities may otherwise lawfully be communicated or caused to be communicated (all such persons together being referred to as “relevant persons”). This Offering Circular is directed only at relevant persons and must not be acted on or relied on by persons who are not relevant persons. Any investment or investment activity to which this Offering Circular relates is available only to relevant persons and will be engaged in only with relevant persons. Any person who is not a relevant person should not act or rely on this Offering Circular or any of its contents. The Notes are not being offered to the public in the United Kingdom. The Notes are not intended to be offered, sold or otherwise made available to and should not be offered, sold or otherwise made available to any retail investor in the United Kingdom (the “UK”). For these purposes, a retail investor means a person who is one (or more) of: (i) a retail client as defined in point (8) of Article 2 of Regulation (EU) No 2017/565 as it forms part of domestic law in the UK by virtue of the European Union (Withdrawal) Act 2018 (as amended, “EUWA”); or (ii) a customer within the meaning of the provisions of the FSMA and any rules or regulations made under the FSMA to implement the Insurance Distribution Directive, where that customer would not qualify as a professional client as defined in point (8) of Article 2(1) of Regulation (EU) No 600/2014 as it forms part of domestic law in the UK by virtue of the EUWA. Consequently, no key information document required by Regulation (EU) No 1286/2014 as it forms part of domestic law in the UK by virtue of the EUWA (the “UK PRIIPs Regulation”) for offering or selling the Notes or otherwise making them available to retail investors in the UK has been prepared and, therefore, offering or selling the Notes or otherwise making them available to any retail investor in the UK may be unlawful under the UK PRIIPs Regulation. Solely for the purposes of each manufacturer’s product approval process, the target market assessment in respect of the Notes has led to the conclusion that: (i) the target market for the Notes is only eligible counterparties, as defined in the FCA Handbook Conduct of Business Sourcebook (“COBS”), and professional clients, as defined in Regulation (EU) No 600/2014 as it forms part of domestic law in the UK by virtue of the EUWA (“UK MiFIR”); and (ii) all channels for distribution of the Notes to eligible counterparties and professional clients are appropriate. Any person subsequently offering, selling or recommending the Notes (a “distributor”) should take into consideration the manufacturers’ target market assessment; however, a distributor subject to the FCA Handbook Product Intervention and Product Governance Sourcebook (the “UK MiFIR Product Governance Rules”) is responsible for undertaking its own target market assessment in respect of the Notes (by either adopting or refining the manufacturers’ target market assessment) and determining appropriate distribution channels.",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,1002,MANAGER”) (OR PERSONS ACTING ON BEHALF OF THE STABILIZING MANAGER OR STABILIZING,1002.6,Notice to Luxembourg Investors,1002.6.1,,"This Offering Circular constitutes a prospectus for the purpose of part IV of the Luxembourg law of 16 July 2019 on prospectuses for securities (the “Luxembourg Prospectus Act”). This Offering Circular has not been approved by, and will not be submitted for approval to, the Luxembourg Financial Services Authority (Commission de Surveillance du Secteur Financier) (the “CSSF”) for purposes of a public offering or sale in the Grand Duchy of Luxembourg (“Luxembourg”). Accordingly, the Notes may not be offered or sold to the public in Luxembourg, directly or indirectly, and neither this Offering Circular nor any other circular, prospectus, form of application, advertisement, communication or other material may be distributed, or otherwise made available in or from, or published in Luxembourg, except for the sole purpose of the listing on the Official List of the LuxSE and the admission to trading of the ----- Notes on the Euro MTF Market and except in circumstances which do not constitute an offer of securities to the public which benefits from an exemption to or constitutes a transaction not subject to, the requirement to publish a prospectus in accordance with the Luxembourg Prospectus Act and the EU Prospectus Regulation. -----",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,1002,MANAGER”) (OR PERSONS ACTING ON BEHALF OF THE STABILIZING MANAGER OR STABILIZING,1002.7,,1002.7.1,,"MANAGERS) MAY OVER-ALLOT THE NOTES OR EFFECT TRANSACTIONS WITH A VIEW TO SUPPORTING THE MARKET PRICE OF THE NOTES AT A LEVEL HIGHER THAN THAT WHICH MIGHT OTHERWISE PREVAIL. HOWEVER, THERE IS NO ASSURANCE THAT THE STABILIZING MANAGER (OR PERSONS ACTING ON BEHALF OF A STABILIZING MANAGER) WILL UNDERTAKE STABILIZATION ACTION. ANY STABILIZATION ACTION MAY BEGIN ON OR AFTER THE DATE ON WHICH ADEQUATE PUBLIC DISCLOSURE OF THE FINAL TERMS OF THE OFFER OF THE NOTES IS MADE AND, IF BEGUN, MAY BE ENDED AT ANY TIME, BUT IT MUST END NO LATER THAN THE EARLIER OF 30 DAYS AFTER THE ISSUE DATE OF THE NOTES AND 60 DAYS AFTER THE DATE OF THE ALLOTMENT OF THE NOTES. -----",N/A,as_expected,2021,193
66_2,Final Offerings 2021.md,204,INFORMATION INCORPORATED BY REFERENCE,204.1,Report Information”):,204.1.1,,"- the section “Outlook” on page 8 of the Issuer’s Interim Results Announcement; and ----- - the “Responsibility statement of the Directors in respect of the half-yearly financial report” on page 30 of the Issuer’s Interim Results Announcement, (the “Interim Report”).",N/A,as_expected,2021,193
